Drive.left_vel, Drive.right_vel, time, Drive.left_voltage, Drive.right_voltage
0, 0, 7.7539999999993725, 0.0, 0.0
0, 0, 30.27299999999933, 0.0, 0.0
0, 0, 41.051999999999644, 0.0, 0.0
0, 0, 60.82099999999979, 0.0, 0.0
0, 0, 80.69399999999938, 0.0, 0.0
0, 0, 100.7479999999994, 0.0, 0.0
0, 0, 120.72499999999931, 0.0, 0.0
0, 0, 140.7449999999999, 0.0, 0.0
0, 0, 162.64199999999994, 0.0, 0.0
0, 0, 180.93199999999942, 0.0, 0.0
0, 0, 200.6779999999999, 0.0, 0.0
0, 0, 220.69500000000008, 0.0, 0.0
0, 0, 240.761, 0.0, 0.0
0, 0, 260.65899999999954, 0.0, 0.0
0, 0, 280.93799999999993, 0.0, 0.0
0, 0, 300.7580000000001, 0.0, 0.0
0, 0, 320.6530000000001, 0.0, 0.0
0, 0, 340.78699999999975, 0.0, 0.0
0, 0, 360.633, 0.0, 0.0
0, 0, 380.6439999999993, 0.0, 0.0
0, 0, 400.6689999999997, 0.0, 0.0
0, 0, 420.67299999999983, 0.0, 0.0
0, 0, 440.7009999999998, 0.0, 0.0
0, 0, 460.6879999999993, 0.0, 0.0
0, 0, 480.6309999999998, 0.0, 0.0
0, 0, 500.65999999999985, 0.0, 0.0
0, 0, 520.7539999999992, 0.0, 0.0
0, 0, 540.7459999999995, 0.0, 0.0
0, 0, 561.2579999999996, 0.0, 0.0
0, 0, 580.6779999999998, 0.0, 0.0
0, 0, 600.6939999999998, 0.0, 0.0
0, 0, 620.7569999999994, 0.0, 0.0
0, 0, 640.701, 0.0, 0.0
0, 0, 660.761, 0.0, 0.0
0, 0, 680.6659999999996, 0.0, 0.0
0, 0, 700.6459999999998, 0.0, 0.0
0, 0, 720.7739999999995, 0.0, 0.0
0, 0, 740.6699999999997, 0.0, 0.0
0, 0, 760.6739999999999, 0.0, 0.0
0, 0, 780.6429999999996, 0.0, 0.0
0, 0, 800.6669999999998, 0.0, 0.0
0, 0, 820.7019999999998, 0.0, 0.0
0, 0, 840.8910000000001, 0.49696969696969695, 0.4989736070381232
0, 0, 860.6869999999996, 0.509090909090909, 0.5111436950146627
0, 0, 880.649, 0.5212121212121212, 0.5233137829912023
0, 0, 900.9119999999999, 0.5454545454545455, 0.5476539589442816
1, 0, 920.896, 0.5575757575757576, 0.5598240469208212
2, 0, 940.8539999999998, 0.5696969696969697, 0.5719941348973607
3, 0, 960.6279999999998, 0.5818181818181818, 0.5841642228739004
3, 0, 980.6379999999999, 0.593939393939394, 0.59633431085044
4, 0, 1000.8049999999997, 0.6060606060606061, 0.6085043988269795
5, 3, 1020.6489999999997, 0.6181818181818182, 0.6206744868035191
12, 9, 1040.6519999999996, 0.6303030303030303, 0.6328445747800586
17, 17, 1060.6499999999999, 0.6424242424242425, 0.6450146627565984
25, 26, 1080.641, 0.6545454545454545, 0.6571847507331379
33, 36, 1100.727, 0.6666666666666667, 0.6693548387096775
40, 43, 1121.0269999999998, 0.6760508308895405, 0.6815249266862171
44, 49, 1140.7089999999994, 0.6881231671554252, 0.6936950146627566
49, 55, 1160.7019999999998, 0.7001955034213099, 0.7058651026392962
53, 61, 1180.7469999999994, 0.7122678396871944, 0.7180351906158358
57, 65, 1200.7119999999993, 0.7243401759530792, 0.7302052785923755
61, 69, 1221.2839999999999, 0.7364125122189639, 0.742375366568915
